t_ms,lat,lon,speed_kmh,heading_deg,sats,lap,lap_time_ms,best_lap_ms,delta_ms
157000,-23.703188,-46.698812,78.68,63.1,9,5,5499,37600,0
157100,-23.703191,-46.698840,76.46,62.6,8,5,5599,37600,0
157200,-23.703193,-46.698857,77.28,62.2,12,5,5699,37600,0
157300,-23.703196,-46.698885,78.44,61.6,8,5,5799,37600,0
157400,-23.703198,-46.698898,76.49,61.3,8,5,5899,37600,0
157500,-23.703202,-46.698929,77.45,60.6,11,5,5999,37600,0
157600,-23.703204,-46.698942,76.53,60.3,8,5,6099,37600,0
157700,-23.703207,-46.698959,77.44,59.9,9,5,6199,37600,0
157800,-23.703211,-46.698988,78.60,59.2,12,5,6299,37600,0
157900,-23.703214,-46.699001,76.52,58.9,11,5,6399,37600,0
158000,-23.703219,-46.699029,77.68,58.2,8,5,6499,37600,0
158100,-23.703221,-46.699045,78.34,57.7,9,5,6599,37600,0
158200,-23.703227,-46.699075,78.94,56.9,10,5,6699,37600,0
158300,-23.703230,-46.699090,76.98,56.5,11,5,6799,37600,0
158400,-23.703236,-46.699118,78.14,55.7,8,5,6899,37600,0
158500,-23.703239,-46.699132,78.92,55.2,12,5,6999,37600,0
158600,-23.703242,-46.699145,76.71,54.8,11,5,7099,37600,0
158700,-23.703248,-46.699174,77.86,53.8,12,5,7199,37600,0
158800,-23.703251,-46.699189,78.86,53.3,9,5,7299,37600,0
158900,-23.703257,-46.699217,79.52,52.2,11,5,7399,37600,0
159000,-23.703260,-46.699233,77.69,51.6,8,5,7499,37600,0
159100,-23.703266,-46.699260,78.84,50.3,9,5,7599,37600,0
159200,-23.703269,-46.699276,79.16,49.6,10,5,7699,37600,0
159300,-23.703274,-46.699304,76.64,48.0,10,5,7799,37600,0
159400,-23.703276,-46.699319,77.43,47.1,9,5,7899,37600,0
159500,-23.703278,-46.699333,78.48,46.2,12,5,7999,37600,0
159600,-23.703280,-46.699363,75.96,43.9,8,5,8099,37600,0
159700,-23.703279,-46.699378,73.44,42.6,9,5,8199,37600,0
159800,-23.703275,-46.699407,70.92,39.5,12,5,8299,37600,0
159900,-23.703270,-46.699420,68.40,37.8,10,5,8399,37600,0
160000,-23.703264,-46.699433,65.88,36.0,12,5,8499,37600,0
160100,-23.703257,-46.699446,63.36,34.1,10,5,8599,37600,0
160200,-23.703249,-46.699458,60.84,32.2,8,5,8699,37600,0
160300,-23.703231,-46.699481,61.99,28.6,10,5,8799,37600,0
160400,-23.703223,-46.699492,63.14,26.8,11,5,8899,37600,0
160500,-23.703214,-46.699504,64.30,25.0,10,5,8999,37600,0
160600,-23.703207,-46.699515,65.45,23.3,10,5,9099,37600,0
160700,-23.703199,-46.699527,66.60,21.6,12,5,9199,37600,0
160800,-23.703185,-46.699552,67.75,18.1,11,5,9299,37600,0
160900,-23.703179,-46.699566,65.23,16.3,12,5,9399,37600,0
161000,-23.703174,-46.699579,62.71,14.6,11,5,9499,37600,0
161100,-23.703170,-46.699594,61.64,12.8,8,5,9599,37600,0
161200,-23.703166,-46.699607,59.89,11.1,10,5,9699,37600,0
161300,-23.703163,-46.699622,58.69,9.3,10,5,9799,37600,0
161400,-23.703161,-46.699636,59.54,7.6,9,5,9899,37600,0
161500,-23.703160,-46.699651,60.20,5.9,11,5,9999,37600,0
161600,-23.703160,-46.699680,59.85,2.4,11,5,10099,37600,0
161700,-23.703162,-46.699695,60.38,0.6,12,5,10199,37600,0
161800,-23.703164,-46.699709,61.53,358.9,10,5,10299,37600,0
161900,-23.703166,-46.699724,62.68,357.1,10,5,10399,37600,0
162000,-23.703170,-46.699738,63.84,355.4,9,5,10499,37600,0
162100,-23.703174,-46.699752,64.99,353.6,9,5,10599,37600,0
162200,-23.703183,-46.699780,66.14,350.0,8,5,10699,37600,0
162300,-23.703189,-46.699794,67.29,348.2,9,5,10799,37600,0
162400,-23.703194,-46.699807,68.44,346.5,12,5,10899,37600,0
162500,-23.703200,-46.699820,69.60,344.6,10,5,10999,37600,0
162600,-23.703212,-46.699846,70.75,340.9,11,5,11099,37600,0
162700,-23.703218,-46.699860,71.90,339.0,11,5,11199,37600,0
162800,-23.703224,-46.699873,73.05,337.1,12,5,11299,37600,0
162900,-23.703232,-46.699901,70.53,333.3,9,5,11399,37600,0
163000,-23.703235,-46.699916,68.01,331.6,10,5,11499,37600,0
163100,-23.703237,-46.699930,65.49,329.8,10,5,11599,37600,0
163200,-23.703238,-46.699945,62.97,328.3,9,5,11699,37600,0
163300,-23.703237,-46.699960,60.45,326.7,11,5,11799,37600,0
163400,-23.703234,-46.699989,60.31,324.1,12,5,11899,37600,0
163500,-23.703232,-46.700002,61.46,323.0,8,5,11999,37600,0
163600,-23.703229,-46.700017,62.61,322.0,10,5,12099,37600,0
163700,-23.703226,-46.700032,63.76,320.9,8,5,12199,37600,0
163800,-23.703223,-46.700046,64.92,320.0,12,5,12299,37600,0
163900,-23.703219,-46.700061,66.07,319.1,8,5,12399,37600,0
164000,-23.703212,-46.700088,67.22,317.5,11,5,12499,37600,0
164100,-23.703208,-46.700103,68.37,316.8,12,5,12599,37600,0
164200,-23.703204,-46.700116,69.52,316.1,10,5,12699,37600,0
164300,-23.703196,-46.700143,70.68,314.8,8,5,12799,37600,0
164400,-23.703192,-46.700158,71.83,314.2,10,5,12899,37600,0
164500,-23.703188,-46.700172,72.98,313.6,9,5,12999,37600,0
164600,-23.703180,-46.700200,74.13,312.5,11,5,13099,37600,0
164700,-23.703177,-46.700213,75.28,312.0,10,5,13199,37600,0
164800,-23.703173,-46.700230,76.44,311.4,9,5,13299,37600,0
164900,-23.703165,-46.700257,77.53,310.4,9,5,13399,37600,0
165000,-23.703162,-46.700272,78.65,309.9,12,5,13499,37600,0
165100,-23.703155,-46.700301,77.82,309.0,12,5,13599,37600,0
165200,-23.703152,-46.700313,78.97,308.6,11,5,13699,37600,0
165300,-23.703145,-46.700343,77.10,307.7,11,5,13799,37600,0
165400,-23.703142,-46.700355,78.26,307.3,11,5,13899,37600,0
165500,-23.703136,-46.700387,79.25,306.4,9,5,13999,37600,0
165600,-23.703134,-46.700399,77.65,306.1,9,5,14099,37600,0
165700,-23.703131,-46.700415,77.10,305.6,8,5,14199,37600,0
165800,-23.703125,-46.700444,78.25,304.9,9,5,14299,37600,0
165900,-23.703123,-46.700457,76.52,304.5,11,5,14399,37600,0
166000,-23.703119,-46.700486,77.67,303.7,8,5,14499,37600,0
166100,-23.703117,-46.700499,76.49,303.4,8,5,14599,37600,0
166200,-23.703113,-46.700529,77.64,302.7,9,5,14699,37600,0
166300,-23.703112,-46.700545,78.79,302.3,8,5,14799,37600,0
166400,-23.703109,-46.700575,78.54,301.5,12,5,14899,37600,0
166500,-23.703108,-46.700588,77.53,301.2,11,5,14999,37600,0
166600,-23.703106,-46.700604,77.15,300.8,9,5,15099,37600,0
166700,-23.703105,-46.700633,77.61,300.1,8,5,15199,37600,0
166800,-23.703104,-46.700649,78.77,299.7,12,5,15299,37600,0
166900,-23.703104,-46.700677,77.61,299.0,9,5,15399,37600,0
167000,-23.703104,-46.700693,78.49,298.6,11,5,15499,37600,0
167100,-23.703104,-46.700720,79.12,298.0,9,5,15599,37600,0
167200,-23.703105,-46.700735,76.60,297.6,10,5,15699,37600,0
167300,-23.703106,-46.700750,76.50,297.2,9,5,15799,37600,0
167400,-23.703108,-46.700779,77.66,296.5,12,5,15899,37600,0
167500,-23.703110,-46.700796,77.19,296.1,9,5,15999,37600,0
167600,-23.703113,-46.700823,77.55,295.3,9,5,16099,37600,0
167700,-23.703116,-46.700838,77.46,294.9,9,5,16199,37600,0
167800,-23.703121,-46.700866,77.77,294.2,12,5,16299,37600,0
167900,-23.703125,-46.700881,77.31,293.7,8,5,16399,37600,0
168000,-23.703133,-46.700910,78.46,292.9,11,5,16499,37600,0
168100,-23.703137,-46.700923,78.00,292.5,8,5,16599,37600,0
168200,-23.703142,-46.700937,78.80,292.0,9,5,16699,37600,0
168300,-23.703154,-46.700964,76.28,291.1,8,5,16799,37600,0
168400,-23.703160,-46.700976,73.76,290.6,8,5,16899,37600,0
168500,-23.703168,-46.700989,71.24,290.1,11,5,16999,37600,0
168600,-23.703184,-46.701012,68.72,289.1,9,5,17099,37600,0
168700,-23.703194,-46.701023,66.20,288.5,10,5,17199,37600,0
168800,-23.703203,-46.701034,63.68,288.0,11,5,17299,37600,0
168900,-23.703214,-46.701043,61.16,287.4,11,5,17399,37600,0
169000,-23.703224,-46.701051,58.64,286.9,9,5,17499,37600,0
169100,-23.703236,-46.701059,56.12,286.3,8,5,17599,37600,0
169200,-23.703248,-46.701065,55.05,285.7,9,5,17699,37600,0
169300,-23.703261,-46.701071,54.21,285.1,8,5,17799,37600,0
169400,-23.703273,-46.701076,55.36,284.5,9,5,17899,37600,0
169500,-23.703300,-46.701082,56.51,283.3,11,5,17999,37600,0
169600,-23.703313,-46.701084,57.66,282.8,10,5,18099,37600,0
169700,-23.703327,-46.701085,58.81,282.2,9,5,18199,37600,0
169800,-23.703341,-46.701086,59.97,281.6,12,5,18299,37600,0
169900,-23.703353,-46.701086,61.12,281.0,10,5,18399,37600,0
170000,-23.703367,-46.701085,62.27,280.4,12,5,18499,37600,0
170100,-23.703381,-46.701084,63.42,279.8,9,5,18599,37600,0
170200,-23.703393,-46.701083,64.57,279.3,10,5,18699,37600,0
170300,-23.703420,-46.701080,65.73,278.1,10,5,18799,37600,0
170400,-23.703434,-46.701078,66.88,277.5,10,5,18900,37600,0
170500,-23.703447,-46.701075,68.03,276.9,12,5,19000,37600,0
170600,-23.703461,-46.701073,69.18,276.3,9,5,19100,37600,0
170700,-23.703487,-46.701068,70.33,275.2,9,5,19200,37600,0
170800,-23.703501,-46.701064,71.49,274.5,9,5,19300,37600,0
170900,-23.703513,-46.701061,72.64,274.0,11,5,19400,37600,0
171000,-23.703539,-46.701054,73.79,272.8,8,5,19500,37600,0
171100,-23.703553,-46.701049,74.94,272.2,10,5,19600,37600,0
171200,-23.703578,-46.701039,76.09,271.0,11,5,19700,37600,0
171300,-23.703590,-46.701034,73.57,270.5,9,5,19800,37600,0
171400,-23.703602,-46.701027,71.24,269.9,10,5,19900,37600,0
171500,-23.703626,-46.701013,69.09,268.8,9,5,20000,37600,0
171600,-23.703637,-46.701004,68.82,268.2,12,5,20100,37600,0
171700,-23.703647,-46.700996,68.30,267.7,8,5,20200,37600,0
171800,-23.703658,-46.700987,68.92,267.2,9,5,20300,37600,0
171900,-23.703678,-46.700967,70.07,266.2,11,5,20400,37600,0
172000,-23.703687,-46.700956,71.22,265.7,9,5,20500,37600,0
172100,-23.703696,-46.700945,72.37,265.2,9,5,20600,37600,0
172200,-23.703712,-46.700922,73.52,264.3,11,5,20700,37600,0
172300,-23.703721,-46.700910,74.68,263.8,10,5,20800,37600,0
172400,-23.703728,-46.700898,75.83,263.3,11,5,20900,37600,0
172500,-23.703743,-46.700873,76.98,262.4,8,5,21000,37600,0
172600,-23.703749,-46.700861,77.07,262.0,8,5,21100,37600,0
172700,-23.703763,-46.700835,78.22,261.1,10,5,21200,37600,0
172800,-23.703769,-46.700822,76.49,260.7,8,5,21300,37600,0
172900,-23.703781,-46.700796,76.86,259.8,9,5,21400,37600,0
173000,-23.703787,-46.700783,78.01,259.3,12,5,21500,37600,0
173100,-23.703793,-46.700769,78.23,258.8,12,5,21600,37600,0
173200,-23.703805,-46.700743,78.62,257.9,8,5,21700,37600,0
173300,-23.703811,-46.700729,78.71,257.4,10,5,21800,37600,0
173400,-23.703823,-46.700703,76.59,256.4,11,5,21900,37600,0
173500,-23.703829,-46.700690,77.74,255.8,10,5,22000,37600,0
173600,-23.703842,-46.700664,76.64,254.6,8,5,22100,37600,0
173700,-23.703849,-46.700652,76.78,254.1,11,5,22200,37600,0
173800,-23.703857,-46.700640,76.42,253.4,8,5,22300,37600,0
173900,-23.703873,-46.700616,73.90,251.9,9,5,22400,37600,0
174000,-23.703883,-46.700605,71.38,251.1,11,5,22500,37600,0
174100,-23.703893,-46.700595,68.86,250.3,10,5,22600,37600,0
174200,-23.703915,-46.700579,66.34,248.6,10,5,22700,37600,0
174300,-23.703927,-46.700572,63.82,247.7,12,5,22800,37600,0
174400,-23.703939,-46.700566,61.30,246.9,12,5,22900,37600,0
174500,-23.703952,-46.700560,62.45,245.9,12,5,23000,37600,0
174600,-23.703964,-46.700555,63.61,245.1,8,5,23100,37600,0
174700,-23.703989,-46.700545,64.76,243.3,9,5,23200,37600,0
174800,-23.704002,-46.700540,65.91,242.4,9,5,23300,37600,0
174900,-23.704015,-46.700535,67.06,241.5,11,5,23400,37600,0
175000,-23.704027,-46.700528,68.21,240.6,10,5,23500,37600,0
175100,-23.704050,-46.700515,69.26,238.9,9,5,23600,37600,0
175200,-23.704062,-46.700506,66.74,238.0,12,5,23700,37600,0
175300,-23.704072,-46.700497,64.22,237.1,10,5,23800,37600,0
175400,-23.704082,-46.700488,61.70,236.3,8,5,23900,37600,0
175500,-23.704092,-46.700477,59.18,235.3,12,5,24000,37600,0
175600,-23.704101,-46.700465,56.66,234.4,12,5,24100,37600,0
175700,-23.704108,-46.700454,54.68,233.7,8,5,24200,37600,0
175800,-23.704116,-46.700441,55.84,232.8,8,5,24300,37600,0
175900,-23.704122,-46.700428,56.99,231.9,10,5,24400,37600,0
176000,-23.704127,-46.700416,58.14,231.2,9,5,24500,37600,0
176100,-23.704136,-46.700388,59.29,229.6,9,5,24600,37600,0
176200,-23.704140,-46.700373,60.44,228.8,10,5,24700,37600,0
176300,-23.704143,-46.700359,61.60,228.0,8,5,24800,37600,0
176400,-23.704145,-46.700345,62.75,227.3,9,5,24900,37600,0
176500,-23.704147,-46.700329,63.90,226.5,10,5,25000,37600,0
176600,-23.704148,-46.700315,65.05,225.8,10,5,25100,37600,0
176700,-23.704149,-46.700286,66.20,224.3,11,5,25200,37600,0
176800,-23.704149,-46.700271,67.36,223.6,11,5,25300,37600,0
176900,-23.704149,-46.700257,68.51,222.9,9,5,25400,37600,0
177000,-23.704148,-46.700242,69.66,222.1,10,5,25500,37600,0
177100,-23.704145,-46.700212,70.81,220.7,10,5,25600,37600,0
177200,-23.704144,-46.700198,71.96,220.0,9,5,25700,37600,0
177300,-23.704141,-46.700182,73.12,219.2,8,5,25800,37600,0
177400,-23.704137,-46.700154,74.27,217.8,10,5,25900,37600,0
177500,-23.704134,-46.700141,75.42,217.1,8,5,26000,37600,0
177600,-23.704127,-46.700110,76.57,215.5,12,5,26100,37600,0
177700,-23.704123,-46.700097,76.91,214.8,11,5,26200,37600,0
177800,-23.704119,-46.700083,78.06,214.0,8,5,26300,37600,0
177900,-23.704111,-46.700056,79.19,212.5,12,5,26400,37600,0
178000,-23.704107,-46.700042,78.95,211.7,8,5,26500,37600,0
178100,-23.704098,-46.700014,79.24,210.0,9,5,26600,37600,0
178200,-23.704092,-46.699999,78.42,209.1,12,5,26700,37600,0
178300,-23.704082,-46.699972,77.19,207.3,11,5,26800,37600,0
178400,-23.704077,-46.699960,78.00,206.5,11,5,26900,37600,0
178500,-23.704066,-46.699933,79.16,204.6,8,5,27000,37600,0
178600,-23.704061,-46.699920,78.60,203.6,8,5,27100,37600,0
178700,-23.704055,-46.699905,78.72,202.4,8,5,27200,37600,0
178800,-23.704044,-46.699879,79.53,200.3,12,5,27300,37600,0
178900,-23.704038,-46.699866,79.02,199.1,12,5,27400,37600,0
179000,-23.704027,-46.699839,78.51,196.6,8,5,27500,37600,0
179100,-23.704022,-46.699825,76.71,195.2,11,5,27600,37600,0
179200,-23.704012,-46.699797,77.86,192.1,9,5,27700,37600,0
179300,-23.704009,-46.699783,75.34,190.6,11,5,27800,37600,0
179400,-23.704005,-46.699769,72.82,188.9,12,5,27900,37600,0
179500,-23.704001,-46.699739,70.30,185.1,10,5,28000,37600,0
179600,-23.704001,-46.699724,67.78,183.2,8,5,28100,37600,0
179700,-23.704002,-46.699710,65.26,181.3,10,5,28200,37600,0
179800,-23.704004,-46.699695,62.74,179.4,9,5,28300,37600,0
179900,-23.704010,-46.699666,60.22,175.7,10,5,28400,37600,0
180000,-23.704014,-46.699653,61.37,174.1,9,5,28500,37600,0
180100,-23.704019,-46.699639,62.53,172.4,8,5,28600,37600,0
180200,-23.704024,-46.699625,63.68,170.8,10,5,28700,37600,0
180300,-23.704028,-46.699613,64.83,169.4,8,5,28800,37600,0
180400,-23.704034,-46.699598,65.98,167.9,11,5,28900,37600,0
180500,-23.704045,-46.699571,67.13,165.1,10,5,29000,37600,0
180600,-23.704049,-46.699558,68.29,163.9,9,5,29100,37600,0
180700,-23.704055,-46.699544,69.44,162.5,10,5,29200,37600,0
180800,-23.704060,-46.699531,70.59,161.4,8,5,29300,37600,0
180900,-23.704069,-46.699503,71.74,159.0,8,5,29400,37600,0
181000,-23.704073,-46.699490,72.89,157.8,9,5,29500,37600,0
181100,-23.704081,-46.699461,74.05,155.6,8,5,29600,37600,0
181200,-23.704085,-46.699447,75.20,154.5,9,5,29700,37600,0
181300,-23.704088,-46.699432,76.35,153.3,11,5,29800,37600,0
181400,-23.704094,-46.699403,77.27,151.2,10,5,29900,37600,0
181500,-23.704096,-46.699389,78.42,150.1,12,5,30000,37600,0
181600,-23.704099,-46.699360,79.02,148.0,12,5,30100,37600,0
181700,-23.704100,-46.699345,76.66,147.0,8,5,30200,37600,0
181800,-23.704100,-46.699316,76.75,144.9,10,5,30300,37600,0
181900,-23.704099,-46.699301,74.23,143.8,11,5,30400,37600,0
182000,-23.704098,-46.699286,71.71,142.7,9,5,30500,37600,0
182100,-23.704093,-46.699257,69.19,140.6,9,5,30600,37600,0
182200,-23.704089,-46.699243,66.67,139.4,12,5,30700,37600,0
182300,-23.704085,-46.699228,64.15,138.3,12,5,30800,37600,0
182400,-23.704079,-46.699215,61.63,137.2,8,5,30900,37600,0
182500,-23.704074,-46.699202,59.11,136.1,12,5,31000,37600,0
182600,-23.704067,-46.699189,56.59,134.9,10,5,31100,37600,0
182700,-23.704059,-46.699177,55.94,133.8,10,5,31200,37600,0
182800,-23.704051,-46.699166,56.88,132.7,9,5,31300,37600,0
182900,-23.704042,-46.699155,55.43,131.5,10,5,31400,37600,0
183000,-23.704032,-46.699145,56.58,130.3,11,5,31500,37600,0
183100,-23.704022,-46.699135,57.73,129.2,12,5,31600,37600,0
183200,-23.704000,-46.699118,58.88,126.9,9,5,31700,37600,0
183300,-23.703989,-46.699110,60.03,125.7,9,5,31800,37600,0
183400,-23.703977,-46.699102,61.19,124.6,9,5,31900,37600,0
183500,-23.703966,-46.699094,62.34,123.4,12,5,32000,37600,0
183600,-23.703955,-46.699086,63.49,122.3,12,5,32100,37600,0
183700,-23.703944,-46.699077,64.64,121.1,9,5,32200,37600,0
183800,-23.703934,-46.699067,62.12,119.9,8,5,32300,37600,0
183900,-23.703917,-46.699045,59.60,117.8,8,5,32400,37600,0
184000,-23.703910,-46.699032,57.08,116.9,8,5,32500,37600,0
184100,-23.703904,-46.699019,54.56,116.0,8,5,32600,37600,0
184200,-23.703899,-46.699006,54.93,115.2,11,5,32700,37600,0
184300,-23.703895,-46.698992,56.08,114.4,12,5,32800,37600,0
184400,-23.703891,-46.698977,57.23,113.7,9,5,32900,37600,0
184500,-23.703888,-46.698963,58.39,113.1,9,5,33000,37600,0
184600,-23.703885,-46.698949,59.54,112.5,8,5,33100,37600,0
184700,-23.703883,-46.698935,60.69,112.0,9,5,33200,37600,0
184800,-23.703881,-46.698920,61.84,111.5,9,5,33300,37600,0
184900,-23.703879,-46.698905,62.99,110.9,10,5,33400,37600,0
185000,-23.703875,-46.698876,64.15,110.0,8,5,33500,37600,0
185100,-23.703874,-46.698861,65.30,109.6,11,5,33600,37600,0
185200,-23.703872,-46.698848,66.45,109.2,11,5,33700,37600,0
185300,-23.703870,-46.698832,67.60,108.8,12,5,33800,37600,0
185400,-23.703869,-46.698818,68.75,108.4,12,5,33900,37600,0
185500,-23.703866,-46.698789,69.91,107.7,8,5,34000,37600,0
185600,-23.703864,-46.698774,71.06,107.3,10,5,34100,37600,0
185700,-23.703863,-46.698759,72.21,107.0,12,5,34200,37600,0
185800,-23.703860,-46.698731,73.36,106.3,8,5,34300,37600,0
185900,-23.703858,-46.698715,74.51,105.9,8,5,34400,37600,0
186000,-23.703854,-46.698686,75.67,105.3,12,5,34500,37600,0
186100,-23.703852,-46.698672,76.82,105.0,9,5,34600,37600,0
186200,-23.703850,-46.698659,77.97,104.7,9,5,34700,37600,0
186300,-23.703846,-46.698629,76.46,104.1,9,5,34800,37600,0
186400,-23.703844,-46.698615,76.85,103.8,12,5,34900,37600,0
186500,-23.703839,-46.698585,77.96,103.2,12,5,35000,37600,0
186600,-23.703837,-46.698572,78.50,102.9,8,5,35100,37600,0
186700,-23.703831,-46.698542,78.38,102.3,9,5,35200,37600,0
186800,-23.703828,-46.698529,78.07,102.0,8,5,35300,37600,0
186900,-23.703821,-46.698499,78.94,101.4,12,5,35400,37600,0
187000,-23.703818,-46.698484,77.23,101.1,10,5,35500,37600,0
187100,-23.703814,-46.698471,78.18,100.8,8,5,35600,37600,0
187200,-23.703807,-46.698443,76.44,100.2,8,5,35700,37600,0
187300,-23.703802,-46.698428,77.25,99.9,9,5,35800,37600,0
187400,-23.703793,-46.698399,78.28,99.2,12,5,35900,37600,0
187500,-23.703788,-46.698385,77.40,98.9,9,5,36000,37600,0
187600,-23.703778,-46.698358,78.14,98.3,10,5,36100,37600,0
187700,-23.703773,-46.698345,79.29,97.9,10,5,36200,37600,0
187800,-23.703768,-46.698333,77.24,97.6,8,5,36300,37600,0
187900,-23.703755,-46.698306,77.27,96.9,11,5,36400,37600,0
188000,-23.703748,-46.698293,77.81,96.6,12,5,36500,37600,0
188100,-23.703734,-46.698268,78.08,95.8,9,5,36600,37600,0
188200,-23.703727,-46.698256,77.98,95.5,8,5,36700,37600,0
188300,-23.703710,-46.698233,76.72,94.7,10,5,36800,37600,0
188400,-23.703702,-46.698222,75.45,94.3,11,5,36900,37600,0
188500,-23.703692,-46.698211,75.84,93.9,11,5,37000,37600,0
188600,-23.703673,-46.698190,73.32,93.0,8,5,37100,37600,0
188700,-23.703662,-46.698180,70.80,92.5,8,5,37200,37600,0
188800,-23.703651,-46.698172,69.41,92.1,9,5,37300,37600,0
188900,-23.703629,-46.698156,67.96,91.2,9,5,37400,37600,0
189000,-23.703618,-46.698149,66.06,90.7,12,5,37500,37600,0
189100,-23.703600,-46.698140,65.14,90.0,9,5,37600,37600,0
